competition,year,vehicle_type,source_file,team,car_num,overall_place,total_score,penalty,total_score_clean,country,engine_cylinders,num_motors,engine_displacement_cc,tractive_system_voltage_v,weight_reported_kg,weight_reported_lbs,design_status_final_or_blank,design_raw_score,design_document_penalty,design_late_penalty,design_score,presentation_status_final_or_blank_or_rfp,presentation_raw_score,presentation_penalty,presentation_score,cost_adjusted_cost,cost_price_score,cost_accuracy_score,cost_engineering_drawings_score,cost_scenario_score,cost_penalty,cost_score,acceleration_number_of_runs,acceleration_best_time_raw,acceleration_best_time_cones,acceleration_best_adjusted_time,acceleration_penalty,acceleration_score,skidpad_number_of_runs,skidpad_best_time_raw_left,skidpad_best_time_raw_right,skidpad_best_time_raw_average,skidpad_best_time_cones,skidpad_best_adjusted_time,skidpad_penalty,skidpad_score,autocross_number_of_runs,autocross_best_time_raw,autocross_best_time_cones,autocross_best_time_off_course,autocross_best_adjusted_time,autocross_penalty,autocross_score,endurance_number_of_laps,endurance_time_raw,endurance_cones,endurance_off_course,endurance_other_penalty,endurance_time_adjusted,endurance_time_score,endurance_lap_score,endurance_score,efficiency_time_average_adjusted,efficiency_laps_completed,efficiency_fuel_used_ltr,efficiency_energy_used_kwh,efficiency_adjusted_co2_kg,efficiency_average_adjusted_co2_per_lap_kg,efficiency_fuel_type_e85_93_100_ev_etc,efficiency_fuel_efficiency_factor,efficiency_score,endurance_efficiency_score,team_normalized,event_id,entry_id,overall_percentile
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Michigan State University,49.0,,,,,US,4.0,,600.0,,,,0.0,,,,,,47.7,,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michigan_state_university,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_49_michigan_state_university,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Universidad Metropolitana,78.0,,,,,VE,4.0,,636.0,,,,0.0,,,,,,54.8,,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,universidad_metropolitana,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_78_universidad_metropolitana,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Clarkson University,88.0,,,,,US,1.0,,690.0,,,,0.0,,,,,,21.6,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clarkson_university,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_88_clarkson_university,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Alabama A&M University,99.0,,,,,US,4.0,,600.0,,,,0.0,,,,,,20.8,,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alabama_a_m_university,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_99_alabama_a_m_university,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Univ of Delaware,121.0,,,,,US,4.0,,636.0,,,,0.0,,,,,,40.4,,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univ_of_delaware,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_121_univ_of_delaware,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Howard Community College,123.0,,,,,US,4.0,,600.0,,,,0.0,,,,,,19.4,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,howard_community_college,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_123_howard_community_college,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Ferris State University,128.0,,,,,US,1.0,,475.0,,,,0.0,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ferris_state_university,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_128_ferris_state_university,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Florida A&M Univ/Florida State Univ,143.0,,,,,US,4.0,,600.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,florida_a_m_univ_florida_state_univ,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_143_florida_a_m_univ_florida_state_univ,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,North Dakota State Univ,148.0,,,,,US,4.0,,600.0,,,,0.0,,,,,,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,north_dakota_state_univ,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_148_north_dakota_state_univ,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,Syracuse Univ,152.0,,,,,US,4.0,,600.0,,,,0.0,,,,,,39.7,,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,syracuse_univ,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_152_syracuse_univ,
Formula SAE Michigan,2022,IC,FSAE_Michigan/results_2022.xlsx,CEFET - MG,156.0,,,,,BR,4.0,,600.0,,,,0.0,,,,,,33.4,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cefet_mg,formula_sae_michigan_2022,formula_sae_michigan_2022_IC_156_cefet_mg,
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Illinois - Urbana Champaign,19.0,1.0,863.3,,863.3,US,4.0,,600.0,,195.5,431.0,1.0,150.0,,,150.0,,73.7,,73.7,21687.0,9.7,,,38.0,,70.7,3.0,4.273,,4.273,,93.4,2.0,5.036,5.237,5.1365,,5.136,,57.8,4.0,46.606,,,46.606,,119.1,10.0,1337.367,,,120.0,1457.367,196.7,25.0,221.7,145.737,10.0,4.053,,9.362,0.9362,93,0.506,76.9,298.6,univ_of_illinois_urbana_champaign,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_19_univ_of_illinois_urbana_champaign,100.0
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Wroclaw University of Technology,131.0,2.0,787.8,,787.8,PL,4.0,,600.0,,203.2,448.0,1.0,138.0,,,138.0,,75.0,,75.0,19912.0,12.6,,,37.8,,80.5,4.0,4.259,,4.259,,94.3,4.0,5.047,5.143,5.095,,5.095,,60.7,4.0,47.541,,,47.541,,111.7,10.0,1418.913,1.0,7.0,,1560.913,146.8,25.0,171.8,156.091,10.0,4.732,,10.93,1.093,100,0.405,55.8,227.6,wroclaw_university_of_technology,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_131_wroclaw_university_of_technology,99.12
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,The Ohio State University,88.0,3.0,786.4,,786.4,US,4.0,,600.0,,207.3,457.0,0.0,100.0,,,100.0,,50.9,,50.9,24863.0,4.5,,,39.5,,72.0,4.0,4.456,,4.456,,81.9,3.0,5.093,5.147,5.12,,5.12,,58.9,4.0,47.796,,,47.796,,109.7,10.0,1414.452,,,,1414.452,219.5,25.0,244.5,141.445,10.0,6.437,,10.621,1.0621,E85,0.46,68.4,312.9,the_ohio_state_university,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_88_the_ohio_state_university,98.23
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Calif - San Diego,80.0,4.0,770.9,,770.9,US,4.0,,700.0,,218.6,482.0,0.0,80.0,,,80.0,,41.7,,41.7,16931.0,17.6,,,27.0,,70.6,4.0,4.494,,4.494,,79.6,4.0,5.16,5.17,5.165,,5.165,,55.7,4.0,50.05,,,50.05,,93.2,10.0,1392.293,3.0,,,1398.293,228.5,25.0,253.5,139.829,10.0,3.242,,7.489,0.7489,93,0.66,96.5,350.0,univ_of_calif_san_diego,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_80_univ_of_calif_san_diego,97.35
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Texas - Arlington,115.0,5.0,760.7,,760.7,US,2.0,,320.0,,187.3,413.0,0.0,60.0,,,60.0,,58.8,,58.8,17372.0,16.8,,,18.5,,51.3,4.0,4.522,,4.522,,78.0,2.0,5.393,5.627,5.51,,5.51,,34.0,4.0,45.886,,,45.886,,125.0,10.0,1310.978,5.0,2.0,,1360.978,250.0,25.0,275.0,136.098,10.0,5.956,,9.827,0.9827,E85,0.516,78.6,353.6,univ_of_texas_arlington,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_115_univ_of_texas_arlington,96.46
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,California Polytechnic State Univ-SLO,14.0,6.0,748.2,,748.2,US,1.0,,450.0,,171.5,378.0,1.0,123.0,,10.0,113.0,,64.3,,64.3,17342.0,16.9,,,34.7,,73.6,4.0,4.814,,4.814,,61.9,4.0,5.477,5.69,5.5835,,5.583,,29.9,4.0,48.934,,,48.934,,101.2,10.0,1398.273,2.0,3.0,,1462.273,194.2,25.0,219.2,146.227,10.0,3.645,,8.419,0.8419,100,0.561,85.2,304.4,california_polytechnic_state_univ_slo,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_14_california_polytechnic_state_univ_slo,95.58
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Georgia Institute of Technology,82.0,7.0,741.6,,741.6,US,4.0,,600.0,,210.9,465.0,0.0,100.0,,,100.0,,70.6,,70.6,24675.0,4.8,,,40.0,,62.8,3.0,4.472,,4.472,,80.9,4.0,5.48,5.466,5.473,,5.473,,36.1,4.0,50.478,,,50.478,,90.3,10.0,1463.487,2.0,,,1467.487,191.5,25.0,216.5,146.749,10.0,3.672,,8.482,0.8482,100,0.555,84.3,300.8,georgia_institute_of_technology,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_82_georgia_institute_of_technology,94.69
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Purdue Univ - W Lafayette,33.0,8.0,739.7,,739.7,US,4.0,,600.0,,210.0,463.0,1.0,126.0,,,126.0,,64.7,,64.7,20440.0,11.8,,,30.9,,65.7,4.0,4.56,,4.56,,75.8,4.0,5.403,5.003,5.203,,5.203,,53.1,4.0,49.51,,,49.51,,97.0,10.0,1391.334,,,,1391.334,232.4,25.0,257.4,139.133,10.0,5.864,,13.545,1.3545,93,,,257.4,purdue_univ_w_lafayette,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_33_purdue_univ_w_lafayette,93.81
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of North Carolina - Charlotte,55.0,9.0,733.1,,733.1,US,1.0,,450.0,,197.8,436.0,0.0,100.0,5.0,,95.0,,50.8,,50.9,23484.0,6.8,,,25.2,,54.9,4.0,4.784,,4.784,,63.5,4.0,5.67,5.656,5.663,,5.663,,25.6,4.0,50.636,,,50.636,,89.2,10.0,1395.896,,,,1395.896,229.8,25.0,254.8,139.59,10.0,3.115,,7.195,0.7195,100,0.688,99.2,354.0,univ_of_north_carolina_charlotte,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_55_univ_of_north_carolina_charlotte,92.92
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Calif - Los Angeles,32.0,10.0,730.5,,730.5,US,1.0,,450.0,,176.4,389.0,0.0,80.0,,,80.0,,36.7,,36.7,17259.0,17.0,,,36.0,,79.0,4.0,4.668,,4.668,,69.7,4.0,5.173,5.567,5.37,,5.37,,42.3,4.0,49.248,,,49.248,,98.9,10.0,1415.518,1.0,,,1417.518,217.9,25.0,242.9,141.752,10.0,5.553,,9.162,0.9162,E85,0.532,81.0,323.9,univ_of_calif_los_angeles,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_32_univ_of_calif_los_angeles,92.04
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Connecticut,124.0,11.0,717.1,,717.1,US,4.0,,600.0,,218.6,482.0,0.0,80.0,,,80.0,,57.4,,57.4,23926.0,6.0,,,20.9,,54.9,4.0,4.174,,4.174,,100.0,4.0,5.146,5.27,5.208,,5.208,,52.8,4.0,47.386,,,47.386,,112.9,10.0,1341.121,8.0,7.0,,1497.121,176.7,25.0,201.7,149.712,10.0,5.348,,12.353,1.123,93,0.411,57.3,259.0,univ_of_connecticut,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_124_univ_of_connecticut,91.15
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Akron,99.0,12.0,699.9,,699.9,US,1.0,,450.0,,178.7,394.0,1.0,110.0,,,110.0,,50.6,,50.6,19626.0,13.1,,,37.5,,77.6,4.0,5.128,,5.128,,46.7,4.0,4.963,5.063,5.013,,5.013,,66.8,4.0,50.534,,,50.534,,89.9,10.0,1398.785,1.0,3.0,120.0,1580.785,138.0,25.0,163.0,158.079,10.0,4.502,,7.428,0.6753,E85,0.647,95.3,258.3,univ_of_akron,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_99_univ_of_akron,90.27
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Cincinnati,72.0,13.0,692.7,,692.7,US,2.0,,690.0,,207.3,457.0,0.0,80.0,,,80.0,,41.8,,41.8,15808.0,19.4,,,32.5,,77.9,4.0,4.522,,4.522,,78.0,4.0,5.524,5.603,5.5635,,5.563,,31.0,4.0,47.41,,,47.41,,112.7,10.0,1418.467,3.0,6.0,,1544.467,154.3,25.0,179.3,154.447,10.0,3.139,,7.251,0.7251,93,0.617,92.0,271.3,univ_of_cincinnati,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_72_univ_of_cincinnati,89.38
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Kansas State Univ,144.0,14.0,684.9,,684.9,US,3.0,,675.0,,214.1,472.0,0.0,60.0,,,60.0,,54.3,,54.3,24128.0,5.7,,,36.8,,70.5,4.0,4.573,,4.573,,75.0,2.0,5.396,5.413,5.4045,,5.404,,40.2,4.0,48.653,,,48.653,,103.3,10.0,1403.954,11.0,1.0,,1445.954,202.7,25.0,227.7,144.595,10.0,7.275,,12.003,1.2003,E85,0.398,53.9,281.6,kansas_state_univ,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_144_kansas_state_univ,88.5
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,California State Univ - Northridge,34.0,15.0,684.5,,684.5,US,4.0,,600.0,,223.2,492.0,0.0,100.0,,,100.0,,33.1,,33.1,16258.0,18.7,,,32.8,,77.4,4.0,4.553,,4.553,,76.2,4.0,5.406,5.704,5.555,,5.555,,31.4,4.0,51.22,,,51.22,,85.2,10.0,1455.964,5.0,2.0,,1505.964,172.4,25.0,197.4,150.596,10.0,3.605,,8.327,0.8327,100,0.551,83.7,281.1,california_state_univ_northridge,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_34_california_state_univ_northridge,87.61
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Missouri University of Science and Tech,117.0,16.0,633.1,,633.1,US,4.0,,636.0,,216.4,477.0,0.0,80.0,5.0,,75.0,,39.8,,39.8,13497.0,23.2,,,9.5,,59.7,4.0,4.414,,4.414,,84.5,3.0,5.066,4.75,4.908,,4.908,,75.0,4.0,51.331,,,51.331,,84.5,10.0,1517.165,6.0,2.0,,1569.165,143.1,25.0,168.1,156.917,10.0,5.12,,11.827,1.1827,100,0.372,46.5,214.6,missouri_university_of_science_and_tech,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_117_missouri_university_of_science_and_tech,86.73
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Missouri,18.0,17.0,620.1,,620.1,US,4.0,,600.0,,223.2,492.0,0.0,80.0,10.0,,70.0,,44.1,,44.1,18030.0,15.7,,,33.7,,64.5,4.0,4.98,,4.98,,53.6,4.0,4.944,4.997,4.9705,,4.97,,70.1,4.0,49.63,,,49.63,,96.2,10.0,1387.554,5.0,3.0,,1457.554,196.6,25.0,221.6,145.755,10.0,6.412,,14.811,1.4811,93,,,221.6,univ_of_missouri,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_18_univ_of_missouri,85.84
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Victoria,17.0,18.0,609.7,,609.7,CA,4.0,,600.0,,210.5,464.0,0.0,100.0,,,100.0,,45.4,,45.4,17796.0,16.1,,,29.0,,72.1,3.0,4.703,,4.703,,67.8,4.0,5.577,5.77,5.6735,,5.673,,25.0,4.0,49.718,1.0,,51.718,,81.9,10.0,1469.487,2.0,,120.0,1593.487,132.5,25.0,157.5,159.349,10.0,4.451,,10.281,1.0281,93,0.422,60.0,217.5,univ_of_victoria,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_17_univ_of_victoria,84.96
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Michigan State University,53.0,19.0,605.5,,605.5,US,4.0,,600.0,,236.8,522.0,1.0,113.0,,,113.0,,63.0,,63.0,17140.0,17.2,,,31.1,,72.3,3.0,4.764,,4.764,,64.6,3.0,5.56,6.01,5.785,1.0,5.91,,13.4,4.0,49.865,,,49.865,,94.5,10.0,1528.812,2.0,,,1532.812,159.7,25.0,184.7,153.281,10.0,5.768,,13.324,1.3324,93,,,184.7,michigan_state_university,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_53_michigan_state_university,84.07
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Colorado - Boulder,21.0,20.0,577.8,,577.8,US,2.0,,689.0,,199.1,439.0,0.0,80.0,,,80.0,,52.4,,52.4,18406.0,15.1,,,31.4,,53.5,4.0,4.478,,4.478,,80.6,3.0,5.294,5.793,5.5435,2.0,5.793,,19.0,4.0,53.24,,,53.24,,72.3,10.0,1532.567,7.0,6.0,,1666.567,102.3,25.0,127.3,166.657,10.0,3.162,,7.304,0.664,93,0.624,92.9,220.2,univ_of_colorado_boulder,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_21_univ_of_colorado_boulder,83.19
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Western Michigan Univ,83.0,21.0,615.9,40.0,575.9,US,4.0,,600.0,,210.9,465.0,0.0,60.0,,,60.0,,46.0,,46.0,19403.0,13.5,,,20.5,,37.0,4.0,4.709,,4.709,,67.5,4.0,5.397,5.497,5.447,,5.447,,37.6,2.0,48.792,,,48.792,,102.3,10.0,1524.195,5.0,1.0,,1554.195,149.9,25.0,174.9,155.42,10.0,4.899,,8.083,0.7348,E85,0.605,90.7,265.6,western_michigan_univ,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_83_western_michigan_univ,82.3
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Oklahoma State Univ,71.0,22.0,573.5,,573.5,US,4.0,,636.0,,238.1,525.0,0.0,60.0,,,60.0,,53.5,,53.5,15747.0,19.5,,,29.9,,62.4,4.0,4.695,,4.695,,68.3,4.0,5.493,5.443,5.468,,5.468,,36.4,4.0,50.922,,,50.922,,87.2,10.0,1557.795,7.0,1.0,,1591.795,133.2,25.0,158.2,159.18,10.0,5.004,,11.559,1.1559,93,0.375,47.5,205.7,oklahoma_state_univ,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_71_oklahoma_state_univ,81.42
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Calif - Berkeley,103.0,23.0,553.0,,553.0,US,1.0,,450.0,,171.5,378.0,1.0,105.0,,,105.0,,44.7,,44.7,20627.0,11.5,,,29.5,,66.0,4.0,4.929,,4.929,,56.1,4.0,5.183,5.39,5.2865,,5.286,,47.6,4.0,46.189,,,46.189,,122.5,9.0,1292.646,5.0,3.0,30.0,,,18.0,18.0,154.738,9.0,3.89,,6.418,0.7131,E85,0.626,93.1,111.1,univ_of_calif_berkeley,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_103_univ_of_calif_berkeley,80.53
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Temple Univ,94.0,24.0,542.8,,542.8,US,4.0,,600.0,,202.3,446.0,0.0,60.0,,,60.0,,38.1,,38.1,16557.0,18.2,,,26.5,,68.7,4.0,4.401,,4.401,,85.3,4.0,5.364,5.466,5.415,,5.415,,39.6,4.0,53.085,,,53.085,,73.2,10.0,1659.113,3.0,2.0,,1705.113,87.4,25.0,112.4,170.511,10.0,3.927,,9.071,0.9071,93,0.447,65.6,178.0,temple_univ,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_94_temple_univ,79.65
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of South Florida,97.0,25.0,517.3,,517.3,US,4.0,,600.0,,224.1,494.0,0.0,80.0,,,80.0,,70.7,,70.7,19810.0,12.8,,,23.5,,64.3,4.0,4.356,,4.356,,88.1,4.0,5.18,5.227,5.2035,,5.203,,53.1,4.0,50.465,,,50.465,,90.4,10.0,1581.271,11.0,5.0,120.0,1823.271,45.8,25.0,70.8,182.327,10.0,8.246,,13.605,1.3605,E85,,,70.8,univ_of_south_florida,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_97_univ_of_south_florida,78.76
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Univ of Illinois - Chicago,110.0,26.0,509.1,,509.1,US,4.0,,600.0,,222.3,490.0,0.0,60.0,,,60.0,,44.4,,44.4,12843.0,24.3,,,24.0,,63.3,2.0,4.578,,4.578,,74.8,2.0,5.283,5.43,5.3565,,5.356,,43.2,4.0,58.605,,,58.605,,42.1,10.0,1645.784,1.0,1.0,,1667.784,101.8,25.0,126.8,166.778,10.0,4.482,,10.353,1.0353,93,0.4,54.5,181.3,univ_of_illinois_chicago,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_110_univ_of_illinois_chicago,77.88
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Texas A&M Univ - College Station,140.0,27.0,508.4,,508.4,US,1.0,,500.0,,169.6,374.0,0.0,80.0,,,80.0,,38.6,,38.7,15135.0,20.5,,,12.8,,48.3,4.0,4.544,,4.544,,76.7,4.0,5.07,5.273,5.1715,,5.171,,55.3,4.0,46.86,,,46.86,,117.1,6.0,813.542,3.0,,,,,12.0,12.0,136.59,6.0,3.484,,5.748,0.958,E85,0.528,80.4,92.4,texas_a_m_univ_college_station,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_140_texas_a_m_univ_college_station,76.99
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,South Dakota School of Mines & Tech,22.0,28.0,500.2,,500.2,US,4.0,,600.0,,232.7,513.0,0.0,80.0,,,80.0,,55.7,,55.7,26523.0,1.8,,,19.0,,50.8,4.0,4.941,,4.941,,55.5,4.0,5.593,5.76,5.6765,,5.676,,24.9,3.0,55.544,,,55.544,,58.6,10.0,1639.961,3.0,5.0,,1745.961,72.4,25.0,97.4,174.596,10.0,4.714,,7.778,0.7778,E85,0.509,77.3,174.7,south_dakota_school_of_mines_tech,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_22_south_dakota_school_of_mines_tech,76.11
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,North Carolina State Univ - Raleigh,36.0,29.0,498.5,,498.5,US,4.0,,636.0,,210.9,465.0,1.0,111.0,,,111.0,,47.9,,47.9,18479.0,15.0,,,32.0,,76.0,4.0,4.285,,4.285,,92.6,3.0,5.086,5.427,5.2565,,5.256,,49.6,4.0,48.362,,,48.362,,105.4,8.0,1589.964,4.0,,,,,16.0,16.0,199.746,8.0,5.164,,8.52,1.065,E85,,,16.0,north_carolina_state_univ_raleigh,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_36_north_carolina_state_univ_raleigh,75.22
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,California Baptist University,35.0,30.0,491.7,,491.7,US,1.0,,690.0,,201.4,444.0,0.0,60.0,,,60.0,,33.4,,33.4,22345.0,8.6,,,30.0,,65.6,4.0,4.707,,4.707,,67.6,4.0,5.43,5.264,5.347,,5.347,,43.7,4.0,54.136,,,54.136,,66.8,10.0,1605.4,3.0,6.0,120.0,1851.4,36.6,25.0,61.6,185.14,10.0,2.587,,5.975,0.5975,100,0.624,92.9,154.5,california_baptist_university,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_35_california_baptist_university,74.34
Formula SAE Michigan,2023,IC,FSAE_Michigan/results_2023.xlsx,Kennesaw State University,61.0,31.0,481.4,,481.4,US,4.0,,600.0,,198.2,437.0,0.0,60.0,,,60.0,,56.1,,56.1,10176.0,28.7,,,35.0,,88.7,4.0,4.309,,4.309,,91.1,4.0,5.286,5.254,5.27,,5.27,,48.7,4.0,53.333,,,53.333,,71.7,5.0,736.32,5.0,,,,,10.0,10.0,149.264,5.0,2.485,,5.74,1.148,93,0.403,55.3,65.3,kennesaw_state_university,formula_sae_michigan_2023,formula_sae_michigan_2023_IC_61_kennesaw_state_university,73.45
