Competition,Year,Class,Source File,School,Car Number,Overall Place,Total Score Raw,Total Penalty,Total Score,Country,Number of Cylinders,Number of Motors,Engine Displacement (cc),Tractive System Voltage (V),Weight (kg),Weight (lbs),Design Status (Final or Blank),Design Raw Score,Design Document Penalty,Design Late Penalty,Design Score,Presentation Status (Final or Blank or RFP),Presentation Raw Score,Presentation Penalty,Presentation Score,Cost Adjusted Cost,Cost Price Score,Cost Accuracy Score,Cost Engineering Drawings Score,Cost Scenario Score,Cost Penalty,Cost Score,Acceleration Number of Runs,Acceleration Best Time Raw,Acceleration Best Time Cones,Acceleration Best Adjusted Time,Acceleration Penalty,Acceleration Score,Skidpad Number of Runs,Skidpad Best Time Raw Left,Skidpad Best Time Raw Right,Skidpad Best Time Raw Average,Skidpad Best Time Cones,Skidpad Best Adjusted Time,Skidpad Penalty,Skidpad Score,Autocross Number of Runs,Autocross Best Time Raw,Autocross Best Time Cones,Autocross Best Time Off Course,Autocross Best Adjusted Time,Autocross Penalty,Autocross Score,Endurance Number of Laps,Endurance Time Raw,Endurance Cones,Endurance Off Course,Endurance Other Penalty,Endurance Time Adjusted,Endurance Time Score,Endurance Lap Score,Endurance Score,Efficiency Time Average Adjusted,Efficiency Laps Completed,Efficiency Fuel Used (ltr),Efficiency Energy Used (kWh),Efficiency Adjusted CO2 (kg),Efficiency Average Adjusted CO2 per Lap (kg),"Efficiency Fuel Type (E85/93/100/EV, etc.)",Efficiency Fuel Efficiency Factor,Efficiency Score,Endurance+Efficiency Score
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Polytechnic Univ of Puerto Rico,64,44,163.851164,,163.851163544447,,,,,,,,,50,,,50,,27.9310599374028,,27.9310599374028,,,,,,,85.920103607044,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Montana State Univ-Bozeman,20,45,154.776943,,154.776942802824,,,,,,,,,30,,,30,,29.0071920839959,,29.0071920839959,,,,,,,76.3263543921099,4,5.644,,5.644,,8.05868857413692,3,,,6.1355,,6.1355,,3.88470775258121,4,48.549,1,,50.549,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Universidad Iberoamericana,45,46,144.236576,,144.236576444184,,,,,,,,,30,,,30,,34.0482466746285,,34.0482466746285,,,,,,,66.6883297695552,2,7.105,,7.105,,3.5,4,,,6.2635,,6.2635,,2.5,4,57.088,,,57.088,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Utah,7,47,140.392826,,140.392826378174,,,,,,,,,50,,,50,,28.7502490230126,,28.7502490230126,,,,,,,61.6425773551617,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Calif-Irvine,33,48,103.297459,,103.297458625758,,,,,,,,,0,,,0,,28.3578320854206,,28.3578320854206,,,,,,,12.723982518477,,,,,,0,,,,,,,,0,1,45.014,,,45.014,,62.21564402186,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Univ - Fresno,18,49,42.451221,,42.451220743978,,,,,,,,,0,,,0,,0,,0,,,,,,,-0.936222760919819,2,4.848,,4.848,,35.8874435048978,,,,,,,,0,4,52.647,,,52.647,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Southern California,4,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Univ - Long Beach,8,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,San Diego State Univ,11,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Calif-Berkeley,14,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Interamerican Univ of Puerto Rico,21,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,California State Univ - Sacramento,24,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,San Jose State Univ,25,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Arizona State Univ-Tempe,30,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Shibaura Institute of Technology - Dropped,32,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Ryerson University,37,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Florida Inst of Tech,38,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Universidad Nacional Experimental Franci,39,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Saskatchewan,41,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Universidad Nacional Experimental Polité,42,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Portland State Univ,43,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Stevens Inst of Tech,49,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Centro Universitario Da FEI - Dropped,50,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Georgia Insitute of Technology - Dropped,52,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,University of Maryland-College Park,53,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Drexel University,57,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Wichita State University - Dropped,72,50,0,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,0,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2006,IC,FSAE_California_OldExcel/results_2006.xlsx,Escuela Sup De Ing Automotriz,44,71,-32.722474,,-32.7224741953175,,,,,,,,,30,,,30,,0,,0,,,,,,,-90,4,5.279,,5.279,,19.7775258046825,,,,,,,,0,4,51.805,,,51.805,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Texas A & M Univ - College Station,1,1,842.667675,,842.667675286939,,,,,,,,,120,,,120,,75,,75,,,,,,,62,4,4.096,,4.096,,64.2699298678515,3,,,5.253,0,5.253,,42.5236093679875,4,41.756,0,,41.756,,150,,,,,,,,,,,,,,,,,,,328.8741360511
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Kansas - Lawrence,79,2,838.931892,,838.931891862838,,,,,,,,,125,,,125,,71.126,,71.126,,,,,,,66,4,4.108,,4.108,,63.6657058987608,4,,,5.396,0,5.396,,35.0057466067109,4,43.321,0,,43.321,,124.2604625932,,,,,,,,,,,,,,,,,,,353.873976764166
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Auburn Univ,6,3,797.719205,,797.719205077136,,,,,,,,,145,,,145,,58.241,,58.241,,,,,,,81,4,3.99,,3.99,,69.7650869040387,4,,,5.474,0,5.474,,31.1511503871327,4,45.425,0,,45.425,,92.4510181618053,,,,,,,,,,,,,,,,,,,320.110949624159
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Purdue Univ - W Lafayette,84,4,792.714231,,792.714230970335,,,,,,,,,100,,,100,,64.353,,64.353,,,,,,,84,4,3.975,,3.975,,70.566374309529,4,,,5.1445,0,5.1445,,48.6508612657308,3,43.954,0,,43.954,,114.370136961369,,,,,,,,,,,,,,,,,,,310.773858433706
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Toledo,7,5,772.560788,,772.560788006219,,,,,,,,,80,,,80,,61.575,,61.575,,,,,,,74,3,4.261,,4.261,,56.260169038447,4,,,5.2165,0,5.2165,,44.5422257486948,4,44.878,0,,44.878,,100.433954276037,,,,,,,,,,,,,,,,,,,355.74943894304
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,South Dakota Sch of Mines & Tech,26,6,764.181976,,764.181976470119,,,,,,,,,120,,,120,,68.067,,68.067,,,,,,,70,4,4.327,,4.327,,53.2273074385172,4,,,5.3265,0,5.3265,,38.583919548853,4,42.963,0,,42.963,,129.983066824942,,,,,,,,,,,,,,,,,,,284.320682657806
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,California State Univ - Northridge,30,7,758.493368,,758.493368031356,,,,,,,,,100,,,100,,56.599,,56.599,,,,,,,72,4,3.938,,3.938,,72.5689823960794,4,,,5.1215,0,5.1215,,50,4,43.043,0,,43.043,,128.696013289037,,,,,,,,,,,,,,,,,,,278.62937234624
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Illinois - Urbana Champaign,81,8,758.330008,,758.330008020762,,,,,,,,,100,,,100,,72.999,,72.999,,,,,,,69,4,4.046,,4.046,,66.8261088769808,4,,,5.2985,0,5.2985,,40.0654324663776,4,43.114,0,,43.114,,127.557753861855,,,,,,,,,,,,,,,,,,,281.881712815549
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Shibaura Institute of Technology,66,9,721.623137,,721.623136767746,,,,,,,,,100,,,100,,53.75,,53.75,,,,,,,57,4,4.454,,4.454,,47.6442293874047,3,,,5.3365,0,5.3365,,38.0604508336123,4,42.936,0,,42.936,,130.418529904975,,,,,,,,,,,,,,,,,,,294.749926641754
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Michigan State Univ,78,10,709.852745,,709.852745133812,,,,,,,,,135,,,135,,73.272,,73.272,,,,,,,84,4,3.894,,3.894,,75,4,,,5.395,0,5.395,,35.0562526242253,4,41.98,0,,41.98,,146.198189614102,,,,,,,,,,,,,,,,,,,161.326302895485
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,California State Poly Univ - Pomona,83,11,675.68948,,675.689479690343,,,,,,,,,100,,,100,,70.113,,70.113,,,,,,,89,4,4.203,,4.203,,59.0040429823398,4,,,5.456,0,5.456,,32.0260184645975,4,44.621,0,,44.621,,104.25220187804,,,,,,,,,,,,,,,,,,,221.294216365366
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Clemson Univ,82,12,617.981921,,617.981920942851,,,,,,,,,120,,,120,,52.915,,52.915,,,,,,,75,4,4.12,,4.12,,63.0650016809462,4,,,5.6695,0,5.6695,,22.179393717209,4,47.669,0,,47.669,,61.6194486983155,,,,,,,,,,,,,,,,,,,223.20307684638
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Tokyo Denki Univ,39,13,563.972861,,563.972860980347,,,,,,,,,80,,,80,,48.745,,48.745,,,,,,,87,4,4.621,,4.621,,40.7697885900241,4,,,5.2965,0,5.2965,,40.1721548062769,4,44.585,0,,44.585,,104.790568576876,,,,,,,,,,,,,,,,,,,162.495349007171
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Oklahoma,8,14,545.969422,,545.969421799328,,,,,,,,,150,,,150,,59.524,,59.524,,,,,,,79,4,4.131,,4.131,,62.5174219545966,4,,,5.1975,0,5.1975,,45.6098832785527,4,41.796,0,,41.796,,149.318116566179,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Maryland - College Park,15,15,542.803241,,542.803241194569,,,,,,,,,100,,,100,,40.276,,40.276,,,,,,,63,4,3.976,,3.976,,70.5127670535279,4,,,5.291,0,5.291,,40.4662655226872,4,44.538,0,,44.538,,105.494746059545,,,,,,,,,,,,,,,,,,,123.053462558809
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,California State Univ - Sacramento,14,16,512.429179,,512.429178976774,,,,,,,,,40,,,40,,48.796,,48.796,,,,,,,60,4,4.435,,4.435,,48.4591529034876,4,,,5.5325,0,5.5325,,28.3665627851898,4,47.728,0,,47.728,,60.8479299363057,,,,,,,,,,,,,,,,,,,225.959533351791
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Rensselaer Polytechnic Inst,80,17,491.595314,,491.595313968874,,,,,,,,,120,,,120,,68.221,,68.221,,,,,,,86,4,4.07,,4.07,,65.5913048410425,3,,,5.448,0,5.448,,32.4176350904281,4,43.632,0,,43.632,,119.365374037404,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Ohio State Univ,56,18,485.456228,,485.456227742352,,,,,,,,,-20,,,-20,,63.322,,63.322,,,,,,,66,,,,,,0,,,,,,,,0,4,43.679,0,,43.679,,118.631665102223,,,,,,,,,,,,,,,,,,,257.502562640129
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Instituto Tecnologico de Chihuahua,21,19,472.788439,,472.788438607425,,,,,,,,,80,,,80,,58.924,,58.924,,,,,,,69,2,5.616,,5.616,,8.28596828727993,1,,,6.068,0,6.068,,6.50352996885273,4,51.419,0,,51.419,,16.1022676442561,,,,,,,,,,,,,,,,,,,233.972672707036
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Washington,4,20,444.041531,,444.04153075411,,,,,,,,,125,,,125,,61.101,,61.101,,,,,,,75,4,4.88,,4.88,,31.0389322759878,3,,,5.7215,0,5.7215,,19.9465203987124,4,42.841,0,,42.841,,131.95507807941,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Dartmouth College,49,21,430.102273,,430.102273019561,,,,,,,,,120,,,120,,62.266,,62.266,,,,,,,71,4,4.224,,4.224,,58.0018690975866,2,,,5.52,0,5.52,,28.9541302617697,4,45.604,0,,45.604,,89.8802736602052,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Brigham Young Univ,42,22,405.042106,,405.042105900249,,,,,,,,,130,,,130,,59.151,,59.151,,,,,,,66,4,4.137,,4.137,,62.2199694564016,2,,,5.611,0,5.611,,24.7659526133627,4,47.571,0,,47.571,,62.905183830485,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Missouri - Rolla,9,23,402.622831,,402.622831160097,,,,,,,,,100,,,100,,72.285,,72.285,,,,,,,64,2,4.392,,4.392,,50.3294887011967,1,,,6.118,0,6.118,,4.74993495839073,4,44.157,0,,44.157,,111.25840750051,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Montana State Univ - Bozeman,54,24,397.854857,,397.854857120127,,,,,,,,,40,,,40,,68.299,,68.299,,,,,,,72,3,4.666,,4.666,,39.001558010011,1,,,5.838,4,6.838,,2.5,4,49.256,0,,49.256,,41.5106789020627,,,,,,,,,,,,,,,,,,,134.543620208054
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Chalmers Univ of Tech,29,25,396.881085,,396.881085284415,,,,,,,,,70,,,70,,66.274,,66.274,,,,,,,50,4,3.925,,3.925,,73.2815647536108,3,,,5.274,0,5.274,,41.3811596951097,4,45.184,0,,45.184,,95.9443608356941,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Kumoh National Institute of Technology,38,26,383.903107,,383.903107218728,,,,,,,,,60,,,60,,57.92,,57.92,,,,,,,92,4,4.126,,4.126,,62.7659598817724,4,,,5.775,0,5.775,,17.71189949783,4,45.352,0,,45.352,,93.5052478391252,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Leeds,44,27,375.984182,,375.984182257345,,,,,,,,,100,,,100,,37.411,,37.411,,,,,,,94,4,4.245,,4.245,,57.0096107141665,3,,,5.6445,0,5.6445,,23.2749228262018,4,47.466,0,,47.466,,64.2886487169764,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Escola de Eng de Sao Carlos USP,11,28,371.158011,,371.15801108365,,,,,,,,,100,,,100,,71.085,,71.085,,,,,,,79,4,4.423,,4.423,,48.9774487980055,4,,,5.5235,0,5.5235,,28.7892092007331,4,49.11,0,,49.11,,43.3063530849114,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Lehigh Univ,77,29,364.528774,,364.52877381187,,,,,,,,,100,,,100,,63.887,,63.887,,,,,,,82,4,4.624,,4.624,,40.6508358234967,4,,,5.6795,0,5.6795,,21.7452274461855,4,46.083,1,,48.083,,56.2457105421875,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Tennessee Tech Univ,63,30,359.811993,,359.811992904203,,,,,,,,,40,,,40,,44.125,,44.125,,,,,,,57,4,4.403,,4.403,,49.847553382829,4,,,5.635,1,5.885,,13.3073394352865,4,50.68,0,,50.68,,24.5392659826362,,,,,,,,,,,,,,,,,,,130.992834103451
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Carnegie Mellon Univ,37,31,353.599812,,353.599812110604,,,,,,,,,100,,,100,,40.67,,40.67,,,,,,,74,4,4.295,,4.295,,54.6861452163195,4,,,5.8125,0,5.8125,,16.1822239711358,4,47.182,0,,47.182,,68.0614429231486,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Western Ontario,76,32,353.28071,,353.28070960337,,,,,,,,,100,,,100,,49.86,,49.86,,,,,,,76,4,4.217,,4.217,,58.334818021594,4,,,5.3005,0,5.3005,,39.9588309100319,2,44.287,3,,50.287,,29.1270606717443,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Ontario Institute of Tech,58,33,332.6474,,332.647399787941,,,,,,,,,80,,,80,,51.176,,51.176,,,,,,,51,4,4.481,,4.481,,46.4980682105839,3,,,5.461,0,5.461,,31.7821315773572,4,46.875,0,,46.875,,72.1912000000001,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Universita Degli Studi Di Firenze,41,34,319.146581,,319.146580558973,,,,,,,,,100,,,100,,58.779,,58.779,,,,,,,82,4,6.567,,6.567,,3.5,2,,,5.6215,0,5.6215,,24.29574574196,4,48.528,0,,48.528,,50.5718348170129,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Faculdade de Engenharia de Sorocaba,12,35,310.486629,,310.486629127288,,,,,,,,,40,,,40,,51.968,,51.968,,,,,,,77,4,4.474,,4.474,,46.7938927537959,3,,,5.7425,0,5.7425,,19.0619307106863,4,46.62,0,,46.62,,75.6628056628057,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Alberta,23,36,305.033792,,305.03379231288,,,,,,,,,80,,,80,,49.241,,49.241,,,,,,,66,4,4.152,,4.152,,61.4800993516064,4,,,5.771,0,5.771,,17.8768272087229,4,50.176,0,,50.176,,30.435865752551,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of British Columbia,16,37,292.020245,,292.02024476966,,,,,,,,,100,,,100,,55.354,,55.354,,,,,,,62,1,4.855,,4.855,,31.9329333461571,1,,,6.02,0,6.02,,8.22825463496543,4,49.834,0,,49.834,,34.5050567885379,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Saskatchewan,61,38,266.523467,,266.523467029161,,,,,,,,,80,,,80,,35.463,,35.463,,,,,,,54,4,4.577,,4.577,,42.5323444174658,3,,,6.448,0,6.448,,2.5,4,48.413,0,,48.413,,52.0281226116952,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,UNIP - Universidade Paulista,70,39,256.493196,,256.49319635698,,,,,,,,,0,,,0,,46.05,,46.05,,,,,,,36,,,,,,0,,,,,,,,0,4,48.124,0,,48.124,,55.7185603856703,,,,,,,,,,,,,,,,,,,118.724635971309
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Universite de Sherbrooke,60,40,240.445383,,240.445382527566,,,,,,,,,40,,,40,,43.914,,43.914,,,,,,,72,,,,,,0,,,,,,,,0,4,45.981,0,,45.981,,84.5313825275657,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Washington State Univ,31,41,235.927897,,235.927896620811,,,,,,,,,60,,,60,,31.88,,31.88,,,,,,,56,4,5.597,,5.597,,8.79809600443648,4,,,5.426,0,5.426,,33.5035266196866,4,48.913,0,,48.913,,45.746273996688,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Victoria,28,42,227.045,,227.045,,,,,,,,,100,,,100,,67.545,,67.545,,,,,,,52,,,,,,0,,,,,,,,0,2,55.969,0,,55.969,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Calgary,18,43,220.847348,,220.847348015496,,,,,,,,,60,,,60,,48.907,,48.907,,,,,,,62,3,4.642,,4.642,,39.9403480154961,4,,,6.0495,2,6.5495,,2.5,4,51.92,1,,53.92,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Clarkson Univ,72,44,212.168,,212.168,,,,,,,,,100,,,100,,36.668,,36.668,,,,,,,68,,,,,,0,,,,,,,,0,4,53.101,0,,53.101,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Calif - Berkeley,47,45,208.573694,,208.573693968625,,,,,,,,,0,,,0,,59.537,,59.537,,,,,,,43,3,4.619,,4.619,,40.8491762774634,2,,,6.1455,0,6.1455,,3.80364997039873,4,47.687,0,,47.687,,61.3838677207625,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Calif - Irvine,62,46,195.734003,,195.734002530784,,,,,,,,,40,,,40,,45.272,,45.272,,,,,,,44,2,5.461,,5.461,,12.5678977498173,2,,,6.1055,3,6.8555,,2.5,4,48.463,0,,48.463,,51.3941047809669,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Pittsburg State University,24,47,185.902,,185.902,,,,,,,,,80,,,80,,40.902,,40.902,,,,,,,65,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Wichita State Univ,27,48,184.390506,,184.390505568654,,,,,,,,,40,,,40,,37.618,,37.618,,,,,,,54,4,4.622,,4.622,,40.7301205103745,1,,,6.124,0,6.124,,4.54238505827964,4,48.531,2,,52.531,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Universidad Iberoamericana,51,49,183.728,,183.728,,,,,,,,,80,,,80,,46.728,,46.728,,,,,,,57,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Hunan Univ,73,50,177.261,,177.261,,,,,,,,,40,,,40,,57.761,,57.761,,,,,,,66,2,6.962,,6.962,,3.5,2,,,6.537,1,6.787,,2.5,4,68.835,0,,68.835,,7.5,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Univ of Louisville,67,51,172.001,,172.001,,,,,,,,,60,,,60,,32.001,,32.001,,,,,,,80,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,0
Formula SAE California,2007,IC,FSAE_California_OldExcel/results_2007.xlsx,Dalhousie Univ,45,52,150.077,,150.077,,,,,,,,,40,,,40,,48.077,,48.077,,,,,,,56,4,8.329,,8.329,,3.5,2,,,7.585,0,7.585,,2.5,,,,,,,0,,,,,,,,,,,,,,,,,,,0
